sh201000 R003
sh600605 汇通能源
sh600606 金丰投资
sh600607 上实医药
sh600608 上海科技
sh600609 金杯汽车
sh600610 S*ST中纺
sh600611 大众交通
sh600612 老凤祥
sh600613 神奇制药
sh600614 鼎立股份
sh600615 丰华股份
sh600616 金枫酒业
sh600617 国新能源
sh600618 氯碱化工
sh600619 海立股份
sh600620 天宸股份
sh600621 华鑫股份
sh600622 嘉宝集团
sh600623 双钱股份
sh600624 复旦复华
sh600625 PT水仙
sh600626 申达股份
sh600627 上电股份
sh600628 新世界
sh600629 棱光实业
sh600630 龙头股份
sh600631 百联股份
sh600632 华联商厦
sh600633 浙报传媒
sh600634 中技控股
sh600635 大众公用
sh600636 三爱富
sh600637 百视通
sh600638 新黄浦
sh600639 浦东金桥
sh600640 号百控股
sh600641 万业企业
sh600642 申能股份
sh600643 爱建股份
sh600644 乐山电力
sh600645 中源协和
sh600646 ST国嘉
sh600647 同达创业
sh600648 外高桥
sh600649 城投控股
sh600650 锦江投资
sh600651 飞乐音响
sh600652 爱使股份
sh600653 申华控股
sh600654 飞乐股份
sh600655 豫园商城
sh600656 博元投资
sh600657 信达地产
sh600658 电子城
sh600659 *ST花雕
sh600660 福耀玻璃
sh600661 新南洋
sh600662 强生控股
sh600663 陆家嘴
sh600664 哈药股份
sh600665 天地源
sh600666 西南药业
sh600667 太极实业
sh600668 尖峰集团
sh600669 *ST鞍成
sh600670 *ST斯达
sh600671 天目药业
sh600672 *ST华圣
sh600673 东阳光科
sh600674 川投能源
sh600675 中华企业
sh600676 交运股份
sh600677 航天通信
sh600678 四川金顶
sh600679 金山开发
sh600680 上海普天
sh600681 万鸿集团
sh600682 南京新百
sh600683 京投银泰
sh600684 珠江实业
sh600685 广船国际
sh600686 金龙汽车
sh600687 刚泰控股
sh600688 上海石化
sh600689 *ST三毛
sh600690 青岛海尔
sh600691 阳煤化工
sh600692 亚通股份
sh600693 东百集团
sh600694 大商股份
sh600695 大江股份
sh600696 多伦股份
sh600697 欧亚集团
sh600698 湖南天雁
sh600699 均胜电子
sh600700 *ST数码
sh600701 工大高新
sh600702 沱牌舍得
sh600703 三安光电
sh600704 物产中大
sh600705 中航资本
sh600706 曲江文旅
sh600707 彩虹股份
sh600708 海博股份
sh600709 ST生态
sh600710 常林股份
sh600711 盛屯矿业
sh600712 南宁百货
sh600713 南京医药
sh600714 金瑞矿业
sh600715 松辽汽车
sh600716 凤凰股份
sh600717 天津港
sh600718 东软集团
sh600719 大连热电
sh600720 祁连山
sh600721 百花村
sh600722 金牛化工
sh600723 首商股份
sh600724 宁波富达
sh600725 云维股份
sh600726 华电能源
sh600727 鲁北化工
sh600728 佳都科技
sh600729 重庆百货
sh600730 中国高科
sh600731 湖南海利
sh600732 上海新梅
sh600733 S前锋
sh600734 实达集团
sh600735 新华锦
sh600736 苏州高新
sh600737 中粮屯河
sh600738 兰州民百
sh600739 辽宁成大
sh600740 山西焦化
sh600741 华域汽车
sh600742 一汽富维
sh600743 华远地产
sh600744 华银电力
sh600745 中茵股份
sh600746 江苏索普
sh600747 大连控股
sh600748 上实发展
sh600749 西藏旅游
sh600750 江中药业
sh600751 天津海运
sh600752 *ST哈慈
sh600753 东方银星
sh600754 锦江股份
sh600755 厦门国贸
sh600756 浪潮软件
sh600757 长江传媒
sh600758 红阳能源
sh600759 洲际油气
sh600760 中航黑豹
sh600761 安徽合力
sh600762 S*ST金荔
sh600763 通策医疗
sh600764 中电广通
sh600765 中航重机
sh600766 园城黄金
sh600767 运盛实业
sh600768 宁波富邦
sh600769 祥龙电业
sh600770 综艺股份
sh600771 广誉远
sh600772 S*ST龙昌
sh600773 西藏城投
sh600774 汉商集团
sh600775 南京熊猫
sh600776 东方通信
sh600777 新潮实业
sh600778 友好集团
sh600779 水井坊
sh600780 通宝能源
sh600781 辅仁药业
sh600782 新钢股份
sh600783 鲁信创投
sh600784 鲁银投资
sh600785 新华百货
sh600786 东方锅炉
sh600787 中储股份
sh600788 *ST达曼
sh600789 鲁抗医药
sh600790 轻纺城
sh600791 京能置业
sh600792 云煤能源
sh600793 ST宜纸
sh600794 保税科技
sh600795 国电电力
sh600796 钱江生化
sh600797 浙大网新
sh600798 宁波海运
sh600799 *ST龙科
sh600800 天津磁卡
sh600801 华新水泥
sh600802 福建水泥
sh600803 威远生化
sh600804 鹏博士
sh600805 悦达投资
sh600806 昆明机床
sh600807 天业股份
sh600808 马钢股份
sh600809 山西汾酒
sh600810 神马股份
sh600811 东方集团
sh600812 华北制药
sh600813 ST鞍一工
sh600814 杭州解百
sh600815 厦工股份
sh600816 安信信托
sh600817 ST宏盛
sh600818 中路股份
sh600819 耀皮玻璃
sh600820 隧道股份
sh600821 津劝业
sh600822 上海物贸
sh600823 世茂股份
sh600824 益民集团
sh600825 新华传媒
sh600826 兰生股份
sh600827 百联股份
sh600828 成商集团
sh600829 三精制药
sh600830 香溢融通
sh600831 广电网络
sh600832 东方明珠
sh600833 第一医药
sh600834 申通地铁
sh600835 上海机电
sh600836 界龙实业
sh600837 海通证券
sh600838 上海九百
sh600839 四川长虹
sh600840 新湖创业
sh600841 上柴股份
sh600842 中西药业
sh600843 上工申贝
sh600844 丹化科技
sh600845 宝信软件
sh600846 同济科技
sh600847 万里股份
sh600848 自仪股份
sh600849 上药转换
sh600850 华东电脑
sh600851 海欣股份
sh600852 *ST中川
sh600853 龙建股份
sh600854 春兰股份
sh600855 航天长峰
sh600856 长百集团
sh600857 工大首创
sh600858 银座股份
sh600859 王府井
sh600860 *ST京城
sh600861 北京城乡
sh600862 南通科技
sh600863 内蒙华电
sh600864 哈投股份
sh600865 百大集团
sh600866 星湖科技
sh600867 通化东宝
sh600868 梅雁吉祥
sh600869 智慧能源
sh600870 厦华电子
sh600871 *ST仪化
sh600872 中炬高新
sh600873 梅花生物
sh600874 创业环保
sh600875 东方电气
sh600876 洛阳玻璃
sh600877 中国嘉陵
sh600878 *ST北科
sh600879 航天电子
sh600880 博瑞传播
sh600881 亚泰集团
sh600882 华联矿业
sh600883 博闻科技
sh600884 杉杉股份
sh600885 宏发股份
sh600886 国投电力
sh600887 伊利股份
sh600888 新疆众和
sh600889 南京化纤
sh600890 中房股份
sh600891 秋林集团
sh600892 宝诚股份
sh600893 航空动力
sh600894 广日股份
sh600895 张江高科
sh600896 中海海盛
sh600897 厦门空港
sh600898 三联商社
sh600899 *ST信联
sh600900 长江电力
sh600917 重庆燃气
sh600960 渤海活塞
sh600961 株冶集团
sh600962 国投中鲁
sh600963 岳阳林纸
sh600965 福成五丰
sh600966 博汇纸业
sh600967 北方创业
sh600969 郴电国际
sh600970 中材国际
sh600971 恒源煤电
sh600973 宝胜股份
sh600975 新五丰
sh600976 武汉健民
sh600978 宜华木业
sh600979 广安爱众
sh600980 北矿磁材
sh600981 汇鸿股份
sh600982 宁波热电
sh600983 合肥三洋
sh600984 建设机械
sh600985 雷鸣科化
sh600986 科达股份
sh600987 航民股份
sh600988 赤峰黄金
sh600990 四创电子
sh600991 广汽长丰
sh600992 贵绳股份
sh600993 马应龙
sh600995 文山电力
sh600997 开滦股份
sh600998 九州通
sh600999 招商证券
sh601000 唐山港
sh601001 大同煤业
sh601002 晋亿实业
sh601003 柳钢股份
sh601005 重庆钢铁
sh601006 大秦铁路
sh601007 金陵饭店
sh601008 连云港
sh601009 南京银行
sh601010 文峰股份
sh601011 宝泰隆
sh601012 隆基股份
sh601015 陕西黑猫
sh601016 节能风电
sh601018 宁波港
sh601028 玉龙股份
sh601038 一拖股份
sh601058 赛轮股份
sh601088 中国神华
sh601098 中南传媒
sh601099 太平洋
sh601100 恒立油缸
sh601101 昊华能源
sh601106 中国一重
sh601107 四川成渝
sh601111 中国国航
sh601113 华鼎股份
sh601116 三江购物
sh601117 中国化学
sh601118 海南橡胶
sh601126 四方股份
sh601137 博威合金
sh601139 深圳燃气
sh601158 重庆水务
sh601166 兴业银行
sh601168 西部矿业
sh601169 北京银行
sh601177 杭齿前进
sh601179 中国西电
sh601186 中国铁建
sh601188 龙江交通
sh601199 江南水务
sh601208 东材科技
sh601216 内蒙君正
sh601218 吉鑫科技
sh601222 林洋电子
sh601225 陕西煤业
sh601231 环旭电子
sh601233 桐昆股份
sh601238 广汽集团
sh601258 庞大集团
sh601268 *ST二重
sh601288 农业银行
sh601299 中国北车
sh601311 骆驼股份
sh601313 江南嘉捷
sh601318 中国平安
sh601328 交通银行
sh601333 广深铁路
sh601336 新华保险
sh601339 百隆东方
sh601369 陕鼓动力
sh601377 兴业证券
sh601388 怡球资源
sh601390 中国中铁
sh601398 工商银行
sh601515 东风股份
sh601518 吉林高速
sh601519 大智慧
sh601555 东吴证券
sh601558 *ST锐电
sh601566 九牧王
sh601567 三星电气
sh601579 会稽山
sh601588 北辰实业
sh601599 鹿港科技
sh601600 中国铝业
sh601601 中国太保
sh601607 上海医药
sh601608 中信重工
sh601616 广电电气
sh601618 中国中冶
sh601628 中国人寿
sh601633 长城汽车
sh601636 旗滨集团
sh601666 平煤股份
sh601668 中国建筑
sh601669 中国电建
sh601677 明泰铝业
sh601678 滨化股份
sh601688 华泰证券
sh601699 潞安环能
sh601700 风范股份
sh601717 郑煤机
sh601718 际华集团
sh601727 上海电气
sh601766 中国南车
sh601777 力帆股份
sh601788 光大证券
sh601789 宁波建工
sh601798 蓝科高新
sh601799 星宇股份
sh601800 中国交建
sh601801 皖新传媒
sh601808 中海油服
sh601818 光大银行
sh601857 中国石油
sh601866 中海集运
sh601872 招商轮船
sh601877 正泰电器
sh601880 大连港
sh601886 江河创建
sh601888 中国国旅
sh601890 亚星锚链
sh601898 中煤能源
sh601899 紫金矿业
sh601901 方正证券
sh601908 京运通
sh601918 国投新集
sh601919 中国远洋
sh601928 凤凰传媒
sh601929 吉视传媒
sh601933 永辉超市
sh601939 建设银行
sh601958 金钼股份
sh601965 中国汽研
sh601988 中国银行
sh601989 中国重工
sh601991 大唐发电
sh601992 金隅股份
sh601996 丰林集团
sh601998 中信银行
sh601999 出版传媒
sh603000 人民网
sh603001 奥康国际
sh603002 宏昌电子
sh603003 龙宇燃油
sh603005 晶方科技
sh603006 联明股份
sh603008 喜临门
sh603009 北特科技
sh603010 万盛股份
sh603011 合锻股份
sh603018 设计股份
sh603019 中科曙光
sh603077 和邦股份
sh603088 宁波精达
sh603099 长白山
sh603100 川仪股份
sh603111 康尼机电
sh603123 翠微股份
sh603126 中材节能
sh603128 华贸物流
sh603166 福达股份
sh603167 渤海轮渡
sh603168 莎普爱思
sh603169 兰石重装
sh603188 亚邦股份
sh603288 海天味业
sh603306 华懋科技
sh603308 应流股份
sh603328 依顿电子
sh603333 明星电缆
sh603366 日出东方
sh603369 今世缘
sh603399 新华龙
sh603456 九洲药业
sh603555 贵人鸟
sh603606 东方电缆
sh603609 禾丰牧业
sh603688 石英股份
sh603699 纽威股份
sh603766 隆鑫通用
sh603806 福斯特
sh603988 中电电机
sh603993 洛阳钼业
sh900901 仪电B股
sh900902 市北B股
sh900903 大众B股
sh900904 神奇B股
sh900905 老凤祥B
sh900906 *ST中纺B
sh900907 鼎立B股
sh900908 氯碱B股
sh900909 双钱B股
sh900910 海立B股
sh900911 金桥B股
sh900912 外高B股
sh900913 国新B股
sh900914 锦投B股
sh900915 中路B股
sh900916 金山B股
sh900917 海欣B股
sh900918 耀皮B股
sh900919 大江B股
sh900920 上柴B股
sh900921 丹科B股
sh900922 *ST三毛B
sh900923 百联B股
sh900924 上工B股
sh900925 机电B股
sh900926 宝信B
sh900927 物贸B股
sh900928 自仪B股
sh900929 锦旅B股
sh900930 沪普天B
sh900931 PT水仙B
sh900932 陆家B股
sh900933 华新B股
sh900934 锦江B股
sh900935 阳晨B股
sh900936 鄂资B股
sh900937 华电B股
sh900938 天海B
sh900939 汇丽B
sh900940 大名城B
sh900941 东信B股
sh900942 黄山B股
sh900943 开开B股
sh900945 海航B股
sh900946 天雁B股
sh900947 振华B股
sh900948 伊泰B股
sh900949 东电B股
sh900950 新城B股
sh900951 *ST大化B
sh900952 锦港B股
sh900953 凯马B
sh900955 九龙山B
sh900956 东贝B股
sh900957 凌云B股
sz000001 平安银行
sz000002 万科A
sz000003 PT金田A
sz000004 国农科技
sz000005 世纪星源
sz000006 深振业A
sz000007 零七股份
sz000008 宝利来
sz000009 中国宝安
sz000010 深华新
sz000011 深物业A
sz000012 南玻A
sz000013 *ST石化A
sz000014 沙河股份
sz000015 PT中浩A
sz000016 深康佳A
sz000017 深中华A
sz000018 中冠A
sz000019 深深宝A
sz000020 深华发A
sz000021 长城开发
sz000022 深赤湾A
sz000023 深天地A
sz000024 招商地产
sz000025 特力A
sz000026 飞亚达A
sz000027 深圳能源
sz000028 国药一致
sz000029 深深房A
sz000030 富奥股份
sz000031 中粮地产
sz000032 深桑达A
sz000033 *ST新都
sz000034 深信泰丰
sz000035 中国天楹
sz000036 华联控股
sz000037 深南电A
sz000038 深大通
sz000039 中集集团
sz000040 宝安地产
sz000042 中洲控股
sz000043 中航地产
sz000045 深纺织A
sz000046 泛海控股
sz000047 ST中侨
sz000048 康达尔
sz000049 德赛电池
sz000050 深天马A
sz000055 方大集团
sz000056 深国商
sz000058 深赛格
sz000059 华锦股份
sz000060 中金岭南
sz000061 农产品
sz000062 深圳华强
sz000063 中兴通讯
sz000065 北方国际
sz000066 长城电脑
sz000068 华控赛格
sz000069 华侨城A
sz000070 特发信息
sz000078 海王生物
sz000088 盐田港
sz000089 深圳机场
sz000090 天健集团
sz000096 广聚能源
sz000099 中信海直
sz000100 TCL集团
sz000150 宜华地产
sz000151 中成股份
sz000153 丰原药业
sz000155 川化股份
sz000156 华数传媒
sz000157 中联重科
sz000158 常山股份
sz000159 国际实业
sz000301 东方市场
sz000333 美的集团
sz000338 潍柴动力
sz000400 许继电气
